"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Title","Sex_label","Survived_label","Pclass_label","side_ship","deck"
"814","0","3","female",6,4,2,31.275,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"815","0","3","male",30.5,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"816","0","1","male",30,0,0,0,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","B"
"817","0","3","female",23,0,0,7.925,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"818","0","2","male",31,1,1,37.0042,"C","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"819","0","3","male",43,0,0,6.45,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"820","0","3","male",10,3,2,27.9,"S","Master","Männlich","Gestorben","3. Klasse",NA,NA
"821","1","1","female",52,1,1,93.5,"S","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","B"
"822","1","3","male",27,0,0,8.6625,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"823","0","1","male",38,0,0,0,"S","Jonkheer","Männlich","Gestorben","1. Klasse",NA,NA
"824","1","3","female",27,0,1,12.475,"S","Mrs","Weiblich","Überlebt","3. Klasse","Steuerbord","E"
"825","0","3","male",2,4,1,39.6875,"S","Master","Männlich","Gestorben","3. Klasse",NA,NA
"826","0","3","male",30,0,0,6.95,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"827","0","3","male",30,0,0,56.4958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"828","1","2","male",1,0,2,37.0042,"C","Master","Männlich","Überlebt","2. Klasse",NA,NA
"829","1","3","male",30,0,0,7.75,"Q","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"830","1","1","female",62,0,0,80,"","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","B"
"831","1","3","female",15,1,0,14.4542,"C","Mrs","Weiblich","Überlebt","3. Klasse",NA,NA
"832","1","2","male",0.83,1,1,18.75,"S","Master","Männlich","Überlebt","2. Klasse",NA,NA
"833","0","3","male",30,0,0,7.2292,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"834","0","3","male",23,0,0,7.8542,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"835","0","3","male",18,0,0,8.3,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"836","1","1","female",39,1,1,83.1583,"C","Miss","Weiblich","Überlebt","1. Klasse","Steuerbord","E"
"837","0","3","male",21,0,0,8.6625,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"838","0","3","male",30,0,0,8.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"839","1","3","male",32,0,0,56.4958,"S","Mr","Männlich","Überlebt","3. Klasse",NA,NA
"840","1","1","male",30,0,0,29.7,"C","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","C"
"841","0","3","male",20,0,0,7.925,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"842","0","2","male",16,0,0,10.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"843","1","1","female",30,0,0,31,"C","Miss","Weiblich","Überlebt","1. Klasse",NA,NA
"844","0","3","male",34.5,0,0,6.4375,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"845","0","3","male",17,0,0,8.6625,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"846","0","3","male",42,0,0,7.55,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"847","0","3","male",30,8,2,69.55,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"848","0","3","male",35,0,0,7.8958,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"849","0","2","male",28,0,1,33,"S","Rev","Männlich","Gestorben","2. Klasse",NA,NA
"850","1","1","female",35,1,0,89.1042,"C","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","C"
"851","0","3","male",4,4,2,31.275,"S","Master","Männlich","Gestorben","3. Klasse",NA,NA
"852","0","3","male",74,0,0,7.775,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"853","0","3","female",9,1,1,15.2458,"C","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"854","1","1","female",16,0,1,39.4,"S","Miss","Weiblich","Überlebt","1. Klasse","Backbord","D"
"855","0","2","female",44,1,0,26,"S","Mrs","Weiblich","Gestorben","2. Klasse",NA,NA
"856","1","3","female",18,0,1,9.35,"S","Mrs","Weiblich","Überlebt","3. Klasse",NA,NA
"857","1","1","female",45,1,1,164.8667,"S","Mrs","Weiblich","Überlebt","1. Klasse",NA,NA
"858","1","1","male",51,0,0,26.55,"S","Mr","Männlich","Überlebt","1. Klasse","Steuerbord","E"
"859","1","3","female",24,0,3,19.2583,"C","Mrs","Weiblich","Überlebt","3. Klasse",NA,NA
"860","0","3","male",30,0,0,7.2292,"C","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"861","0","3","male",41,2,0,14.1083,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"862","0","2","male",21,1,0,11.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"863","1","1","female",48,0,0,25.9292,"S","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","D"
"864","0","3","female",21,8,2,69.55,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"865","0","2","male",24,0,0,13,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"866","1","2","female",42,0,0,13,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"867","1","2","female",27,1,0,13.8583,"C","Miss","Weiblich","Überlebt","2. Klasse",NA,NA
"868","0","1","male",31,0,0,50.4958,"S","Mr","Männlich","Gestorben","1. Klasse","Backbord","A"
"869","0","3","male",30,0,0,9.5,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"870","1","3","male",4,1,1,11.1333,"S","Master","Männlich","Überlebt","3. Klasse",NA,NA
"871","0","3","male",26,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"872","1","1","female",47,1,1,52.5542,"S","Mrs","Weiblich","Überlebt","1. Klasse","Steuerbord","D"
"873","0","1","male",33,0,0,5,"S","Mr","Männlich","Gestorben","1. Klasse","Steuerbord","B"
"874","0","3","male",47,0,0,9,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"875","1","2","female",28,1,0,24,"C","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"876","1","3","female",15,0,0,7.225,"C","Miss","Weiblich","Überlebt","3. Klasse",NA,NA
"877","0","3","male",20,0,0,9.8458,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"878","0","3","male",19,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"879","0","3","male",30,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"880","1","1","female",56,0,1,83.1583,"C","Mrs","Weiblich","Überlebt","1. Klasse","Backbord","C"
"881","1","2","female",25,0,1,26,"S","Mrs","Weiblich","Überlebt","2. Klasse",NA,NA
"882","0","3","male",33,0,0,7.8958,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"883","0","3","female",22,0,0,10.5167,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"884","0","2","male",28,0,0,10.5,"S","Mr","Männlich","Gestorben","2. Klasse",NA,NA
"885","0","3","male",25,0,0,7.05,"S","Mr","Männlich","Gestorben","3. Klasse",NA,NA
"886","0","3","female",39,0,5,29.125,"Q","Mrs","Weiblich","Gestorben","3. Klasse",NA,NA
"887","0","2","male",27,0,0,13,"S","Rev","Männlich","Gestorben","2. Klasse",NA,NA
"888","1","1","female",19,0,0,30,"S","Miss","Weiblich","Überlebt","1. Klasse","Backbord","B"
"889","0","3","female",21,1,2,23.45,"S","Miss","Weiblich","Gestorben","3. Klasse",NA,NA
"890","1","1","male",26,0,0,30,"C","Mr","Männlich","Überlebt","1. Klasse","Backbord","C"
"891","0","3","male",32,0,0,7.75,"Q","Mr","Männlich","Gestorben","3. Klasse",NA,NA
